date,sleep_hours,work_hours,screen_time,tasks_planned,tasks_completed,exercise_minutes,break_minutes,meetings,social_media_minutes,mood_score,previous_productivity,productivity_score,task_completion_rate,disruption_risk
2121-02-11,5.7,5.5,6.2,7,5,0,78,5,113.0,10,44.41,60.67,0.71,MEDIUM
2121-02-12,9.2,10.3,7.4,7,6,60,94,4,99.0,3,60.67,63.78,0.86,HIGH
2121-02-13,6.3,4.8,3.7,1,0,0,46,2,30.0,6,63.78,50.03,0.0,MEDIUM
2121-02-14,8.8,2.9,5.0,4,2,0,104,4,31.0,7,50.03,62.39,0.5,LOW
2121-02-15,10.0,6.0,5.9,1,0,90,32,4,66.0,9,62.39,64.75,0.0,LOW
2121-02-16,5.7,8.2,3.7,5,2,45,102,3,29.0,4,64.75,68.37,0.4,MEDIUM
2121-02-17,7.5,5.9,3.3,5,2,45,11,4,36.0,7,68.37,66.29,0.4,LOW
2121-02-18,6.8,5.0,7.4,7,4,30,79,1,72.0,6,66.29,40.28,0.57,MEDIUM
2121-02-19,10.0,7.0,3.8,2,1,60,68,3,70.0,3,40.28,66.84,0.5,HIGH
2121-02-20,6.6,11.0,6.1,4,3,15,65,3,60.0,2,66.84,60.01,0.75,HIGH
2121-02-21,7.4,5.5,1.0,1,0,45,105,4,62.0,6,60.01,61.72,0.0,LOW
2121-02-22,7.3,10.1,6.2,3,1,0,44,2,80.0,5,61.72,54.44,0.33,MEDIUM
2121-02-23,6.8,6.8,5.3,7,5,0,100,1,115.0,4,54.44,56.93,0.71,MEDIUM
2121-02-24,8.1,4.3,3.6,7,3,15,73,4,5.0,10,56.93,72.36,0.43,LOW
2121-02-25,7.1,9.3,8.7,4,1,0,39,1,135.0,6,72.36,43.72,0.25,HIGH
2121-02-26,7.7,5.3,5.6,8,6,90,12,1,0.0,7,43.72,74.13,0.75,LOW
2121-02-27,7.3,2.9,3.7,1,0,60,82,2,151.0,3,74.13,39.57,0.0,HIGH
2121-02-28,6.1,6.6,4.0,4,1,30,39,4,32.0,10,39.57,69.02,0.25,MEDIUM
2121-03-01,6.6,5.1,3.2,1,0,0,19,2,62.0,2,69.02,43.72,0.0,HIGH
2121-03-02,7.8,9.6,4.0,6,1,30,11,2,54.0,10,43.72,82.4,0.17,LOW
2121-03-03,7.8,6.8,3.9,4,3,0,89,4,76.0,4,82.4,54.47,0.75,MEDIUM
2121-03-04,8.9,4.9,2.7,1,0,0,52,2,9.0,3,54.47,57.63,0.0,HIGH
2121-03-05,9.8,7.7,4.5,5,1,0,72,4,96.0,5,57.63,66.76,0.2,MEDIUM
2121-03-06,6.2,6.0,4.8,5,4,15,35,2,65.0,7,66.76,63.25,0.8,MEDIUM
2121-03-07,7.2,6.7,2.9,3,2,0,103,2,115.0,8,63.25,68.31,0.67,LOW
2121-03-08,6.7,1.2,8.6,7,5,60,25,2,65.0,3,68.31,38.66,0.71,HIGH
2121-03-09,5.3,3.7,3.5,9,5,0,60,5,0.0,10,38.66,61.6,0.56,MEDIUM
2121-03-10,7.8,6.5,5.3,8,2,45,88,1,50.0,3,61.6,47.72,0.25,HIGH
2121-03-11,8.2,3.4,9.0,7,6,30,117,1,49.0,2,47.72,44.59,0.86,HIGH
2121-03-12,5.4,4.8,4.7,8,2,45,83,2,73.0,8,44.59,55.8,0.25,MEDIUM
2121-03-13,6.4,7.9,2.5,7,2,30,34,4,109.0,9,55.8,81.41,0.29,MEDIUM
2121-03-14,6.3,7.0,5.1,8,3,15,33,5,89.0,7,81.41,63.21,0.38,MEDIUM
2121-03-15,4.7,8.3,6.7,9,4,30,77,5,22.0,10,63.21,64.76,0.44,HIGH
2121-03-16,6.9,6.0,1.9,2,0,90,92,4,0.0,1,64.76,58.98,0.0,HIGH
2121-03-17,5.3,4.6,3.8,4,1,15,62,1,32.0,3,58.98,40.45,0.25,HIGH
2121-03-18,7.2,8.8,4.9,7,5,30,40,2,70.0,8,40.45,84.28,0.71,LOW
2121-03-19,7.4,6.1,5.3,8,7,45,94,1,31.0,1,84.28,56.34,0.88,HIGH
2121-03-20,7.6,3.9,3.1,6,1,45,100,2,32.0,9,56.34,69.18,0.17,LOW
2121-03-21,7.7,9.3,1.4,3,1,45,40,2,1.0,2,69.18,80.57,0.33,HIGH
2121-03-22,9.3,6.1,3.5,3,1,0,58,1,35.0,2,80.57,53.44,0.33,HIGH
2121-03-23,5.8,8.0,5.4,1,0,30,49,3,37.0,1,53.44,28.54,0.0,HIGH
2121-03-24,5.9,6.6,7.5,6,3,90,86,4,0.0,2,28.54,34.1,0.5,HIGH
2121-03-25,8.0,8.0,1.0,3,2,0,43,2,52.0,10,34.1,97.66,0.67,LOW
2121-03-26,6.8,7.3,4.7,3,1,0,41,0,36.0,1,97.66,50.46,0.33,HIGH
2121-03-27,8.7,5.4,9.1,9,6,0,13,1,70.0,4,50.46,60.13,0.67,HIGH
2121-03-28,7.8,5.3,11.9,4,2,45,70,1,75.0,5,60.13,28.31,0.5,HIGH
2121-03-29,9.9,7.4,1.0,5,3,15,115,2,17.0,8,28.31,87.07,0.6,LOW
2121-03-30,6.9,6.2,6.3,3,1,60,58,3,65.0,5,87.07,53.78,0.33,MEDIUM
2121-03-31,4.8,6.0,3.8,8,6,60,91,1,4.0,5,53.78,58.67,0.75,HIGH
2121-04-01,7.5,5.1,3.4,7,2,60,36,0,0.0,9,58.67,76.78,0.29,LOW
2121-04-02,6.9,5.5,6.9,5,3,15,24,4,48.0,9,76.78,62.14,0.6,MEDIUM
2121-04-03,7.8,3.0,4.0,9,4,15,78,3,54.0,7,62.14,67.34,0.44,LOW
2121-04-04,8.0,7.0,9.3,6,2,30,78,5,78.0,5,67.34,45.92,0.33,HIGH
2121-04-05,6.2,4.7,5.1,2,0,0,13,0,92.0,8,45.92,52.51,0.0,MEDIUM
2121-04-06,5.5,6.2,6.4,5,1,0,10,5,0.0,6,52.51,43.82,0.2,MEDIUM
2121-04-07,6.8,5.9,4.5,1,0,60,117,4,66.0,8,43.82,68.96,0.0,LOW
2121-04-08,4.0,6.4,10.0,3,2,15,100,0,40.0,10,68.96,42.67,0.67,HIGH
2121-04-09,7.1,6.1,1.5,1,0,90,34,0,6.0,8,42.67,77.35,0.0,LOW
2121-04-10,6.4,6.9,5.2,9,3,0,45,2,0.0,6,77.35,54.81,0.33,MEDIUM
2121-04-11,8.3,4.2,2.9,5,3,0,13,2,62.0,1,54.81,50.6,0.6,HIGH
2121-04-12,4.0,5.9,1.9,2,1,0,64,4,117.0,1,50.6,40.25,0.5,HIGH
2121-04-13,7.0,6.1,3.4,3,1,0,116,4,47.0,7,40.25,63.97,0.33,LOW
2121-04-14,9.4,4.3,4.3,4,1,0,106,5,69.0,8,63.97,71.67,0.25,LOW
2121-04-15,8.0,4.0,3.9,6,5,90,54,1,38.0,8,71.67,72.58,0.83,LOW
2121-04-16,8.5,4.9,5.5,4,2,0,78,0,123.0,5,72.58,52.23,0.5,MEDIUM
2121-04-17,7.5,6.3,1.0,7,6,15,34,5,10.0,10,52.23,100.0,0.86,LOW
2121-04-18,4.5,3.8,7.9,5,2,0,19,0,102.0,4,100.0,30.78,0.4,HIGH
2121-04-19,7.2,7.9,9.9,9,7,60,27,5,61.0,9,30.78,55.74,0.78,HIGH
2121-04-20,7.6,4.8,4.5,5,1,0,45,0,31.0,4,55.74,49.88,0.2,MEDIUM
2121-04-21,5.4,6.0,6.9,5,3,45,92,3,58.0,10,49.88,65.61,0.6,MEDIUM
2121-04-22,6.8,7.3,5.4,7,2,90,41,4,28.0,9,65.61,70.84,0.29,LOW
2121-04-23,4.0,3.1,1.0,5,4,30,52,3,59.0,8,70.84,74.11,0.8,HIGH
2121-04-24,6.5,8.7,2.7,6,4,0,117,0,0.0,5,74.11,68.29,0.67,MEDIUM
2121-04-25,6.3,4.2,1.5,1,0,30,113,0,61.0,8,68.29,70.08,0.0,MEDIUM
2121-04-26,9.1,8.7,4.1,7,2,0,98,1,104.0,8,70.08,72.4,0.29,LOW
2121-04-27,6.1,7.0,10.2,7,6,30,105,3,0.0,10,72.4,56.96,0.86,HIGH
2121-04-28,6.6,2.4,2.8,8,4,45,61,2,82.0,5,56.96,56.61,0.5,MEDIUM
2121-04-29,6.9,5.7,3.7,8,3,0,48,0,14.0,2,56.61,50.77,0.38,HIGH
2121-04-30,6.1,4.4,5.6,4,1,0,27,1,48.0,7,50.77,48.02,0.25,MEDIUM
2121-05-01,8.1,9.3,3.9,2,1,0,11,2,50.0,6,48.02,77.14,0.5,LOW
2121-05-02,4.0,6.4,6.8,7,3,0,55,1,47.0,8,77.14,48.08,0.43,HIGH
2121-05-03,8.7,2.1,7.4,7,6,15,23,5,54.0,10,48.08,65.71,0.86,MEDIUM
2121-05-04,7.0,8.5,6.6,9,5,45,76,0,23.0,6,65.71,69.72,0.56,MEDIUM
2121-05-05,9.0,7.1,1.1,3,2,60,89,5,1.0,7,69.72,94.06,0.67,LOW
2121-05-06,4.0,6.8,3.8,2,1,30,105,1,76.0,4,94.06,42.77,0.5,HIGH
2121-05-07,4.0,6.0,4.2,6,2,45,44,2,34.0,4,42.77,38.27,0.33,HIGH
2121-05-08,6.6,3.2,2.6,4,1,0,24,5,102.0,1,38.27,37.06,0.25,HIGH
2121-05-09,7.8,9.2,5.8,7,5,0,20,1,0.0,6,37.06,69.38,0.71,LOW
2121-05-10,6.2,5.5,7.4,7,2,0,117,4,141.0,7,69.38,40.3,0.29,MEDIUM
2121-05-11,7.9,8.9,5.8,8,3,0,78,0,64.0,9,40.3,65.48,0.38,LOW
2121-05-12,8.5,6.0,2.5,1,0,0,109,0,41.0,2,65.48,56.89,0.0,HIGH
2121-05-13,8.0,5.6,6.5,2,1,0,70,0,29.0,1,56.89,35.04,0.5,HIGH
2121-05-14,7.2,2.5,6.8,2,0,90,72,2,21.0,8,35.04,46.66,0.0,MEDIUM
2121-05-15,7.1,4.6,6.1,5,2,0,35,3,52.0,8,46.66,56.72,0.4,MEDIUM
2121-05-16,6.1,8.6,7.0,9,5,30,105,5,40.0,9,56.72,70.48,0.56,MEDIUM
2121-05-17,6.9,7.4,5.4,5,2,0,99,1,103.0,8,70.48,63.11,0.4,LOW
2121-05-18,5.5,7.0,9.6,8,7,30,29,0,26.0,9,63.11,60.33,0.88,HIGH
2121-05-19,5.8,7.2,4.2,8,7,30,44,5,135.0,10,60.33,81.88,0.88,MEDIUM
2121-05-20,7.8,6.0,1.4,9,7,30,74,3,124.0,2,81.88,65.14,0.78,HIGH
2121-05-21,6.3,5.1,2.4,1,0,15,29,1,41.0,5,65.14,61.76,0.0,MEDIUM
2121-05-22,5.9,4.4,9.2,1,0,15,68,2,10.0,6,61.76,35.88,0.0,HIGH
2121-05-23,7.7,5.1,7.5,7,5,0,108,4,42.0,5,35.88,62.47,0.71,MEDIUM
2121-05-24,7.6,6.3,3.7,7,3,60,95,4,57.0,6,62.47,75.37,0.43,LOW
2121-05-25,6.7,4.5,6.5,2,1,90,28,1,0.0,1,75.37,56.16,0.5,HIGH
2121-05-26,6.8,6.0,3.6,1,0,30,29,3,78.0,10,56.16,62.53,0.0,LOW
2121-05-27,7.6,6.2,1.6,2,1,30,26,0,34.0,1,62.53,61.68,0.5,HIGH
2121-05-28,8.5,5.6,6.6,4,2,0,80,5,57.0,5,61.68,61.34,0.5,MEDIUM
2121-05-29,7.3,2.7,6.9,6,4,0,89,5,135.0,8,61.34,53.48,0.67,MEDIUM
2121-05-30,5.2,3.9,6.1,3,1,90,72,1,99.0,2,53.48,35.16,0.33,HIGH
2121-05-31,6.7,5.7,2.7,4,3,30,117,1,49.0,1,35.16,55.55,0.75,HIGH
2121-06-01,6.4,1.7,2.5,6,2,0,119,4,44.0,10,55.55,68.45,0.33,MEDIUM
2121-06-02,5.4,8.1,5.5,4,1,0,25,5,89.0,9,68.45,58.43,0.25,MEDIUM
2121-06-03,7.7,8.6,4.0,6,3,30,44,3,131.0,1,58.43,58.47,0.5,HIGH
2121-06-04,7.9,7.7,5.4,5,3,0,13,3,78.0,9,58.47,75.38,0.6,LOW
2121-06-05,8.1,6.6,11.3,2,1,0,19,3,125.0,7,75.38,50.91,0.5,HIGH
2121-06-06,5.5,3.5,9.1,3,2,90,31,3,133.0,3,50.91,31.35,0.67,HIGH
2121-06-07,7.2,6.6,6.6,7,3,30,89,5,87.0,4,31.35,46.68,0.43,MEDIUM
2121-06-08,7.0,8.8,7.0,1,0,45,57,2,27.0,7,46.68,61.43,0.0,MEDIUM
2121-06-09,7.5,3.7,5.4,4,3,0,12,1,86.0,3,61.43,49.18,0.75,HIGH
2121-06-10,7.2,11.1,6.5,8,3,30,90,4,0.0,7,49.18,69.46,0.38,MEDIUM
2121-06-11,7.0,7.6,1.7,9,5,30,15,2,107.0,10,69.46,84.87,0.56,LOW
2121-06-12,6.8,3.9,5.9,5,2,45,57,1,0.0,10,84.87,64.58,0.4,LOW
2121-06-13,8.7,4.0,4.4,2,1,60,67,5,3.0,1,64.58,65.3,0.5,HIGH
2121-06-14,5.7,5.0,5.7,3,2,0,107,2,44.0,2,65.3,32.39,0.67,HIGH
2121-06-15,6.7,5.9,6.2,6,5,0,22,0,69.0,5,32.39,54.48,0.83,MEDIUM
2121-06-16,8.6,5.2,2.1,5,3,45,112,1,119.0,3,54.48,66.09,0.6,HIGH
2121-06-17,5.8,0.4,1.8,3,1,30,40,4,17.0,4,66.09,49.19,0.33,MEDIUM
2121-06-18,5.9,3.4,4.1,2,1,60,56,0,49.0,6,49.19,59.99,0.5,MEDIUM
2121-06-19,8.1,6.0,5.0,1,0,0,48,3,36.0,6,59.99,53.95,0.0,LOW
2121-06-20,4.9,6.4,3.3,3,1,0,72,0,17.0,10,53.95,61.78,0.33,HIGH
2121-06-21,8.0,7.8,12.0,6,4,15,77,2,50.0,2,61.78,41.37,0.67,HIGH
2121-06-22,6.3,4.7,7.8,7,2,60,44,2,49.0,2,41.37,30.5,0.29,HIGH
2121-06-23,7.6,6.3,1.9,4,1,0,65,0,33.0,4,30.5,69.44,0.25,MEDIUM
2121-06-24,5.2,6.0,4.9,1,0,0,38,5,76.0,7,69.44,47.75,0.0,MEDIUM
2121-06-25,8.8,4.3,4.7,8,7,0,41,1,27.0,3,47.75,71.43,0.88,HIGH
2121-06-26,5.2,7.2,6.3,4,3,30,33,3,59.0,6,71.43,56.65,0.75,MEDIUM
2121-06-27,8.1,7.0,2.5,5,2,15,71,2,69.0,9,56.65,83.81,0.4,LOW
2121-06-28,5.2,10.6,4.7,5,2,0,76,3,57.0,9,83.81,62.28,0.4,MEDIUM
2121-06-29,9.7,8.1,1.0,7,6,15,70,5,78.0,5,62.28,83.73,0.86,MEDIUM
2121-06-30,6.9,2.9,3.8,4,1,15,73,0,135.0,2,83.73,47.06,0.25,HIGH
2121-07-01,9.9,7.9,3.1,1,0,60,52,4,115.0,2,47.06,67.27,0.0,HIGH
2121-07-02,5.8,3.1,4.5,9,5,0,11,1,55.0,7,67.27,59.54,0.56,MEDIUM
2121-07-03,6.3,8.9,8.9,1,0,45,97,3,104.0,5,59.54,41.94,0.0,HIGH
2121-07-04,8.8,5.4,6.9,3,2,15,100,5,87.0,8,41.94,52.82,0.67,MEDIUM
2121-07-05,4.9,6.6,3.7,7,4,30,116,5,61.0,8,52.82,69.4,0.57,HIGH
2121-07-06,6.0,8.6,4.4,1,0,15,18,3,4.0,3,69.4,47.58,0.0,HIGH
2121-07-07,7.7,6.9,3.0,3,2,30,108,3,121.0,5,47.58,65.41,0.67,MEDIUM
2121-07-08,5.5,7.6,6.8,1,0,0,109,4,33.0,8,65.41,56.86,0.0,MEDIUM
2121-07-09,7.8,4.7,2.1,1,0,30,80,2,60.0,10,56.86,79.11,0.0,LOW
2121-07-10,7.3,4.1,7.4,3,2,45,87,0,40.0,1,79.11,43.42,0.67,HIGH
2121-07-11,4.7,6.1,8.3,3,0,30,66,2,12.0,3,43.42,31.29,0.0,HIGH
2121-07-12,8.5,7.3,3.6,4,3,0,19,3,16.0,10,31.29,81.11,0.75,LOW
2121-07-13,5.1,5.8,4.2,3,2,15,76,5,39.0,10,81.11,72.29,0.67,MEDIUM
2121-07-14,8.2,9.3,6.0,2,1,45,71,1,89.0,5,72.29,66.2,0.5,MEDIUM
2121-07-15,7.2,7.1,1.8,7,5,15,93,1,7.0,2,66.2,70.02,0.71,HIGH
2121-07-16,6.3,5.4,4.2,6,4,90,16,4,103.0,6,70.02,70.15,0.67,MEDIUM
2121-07-17,5.3,5.7,5.7,6,4,0,81,0,48.0,7,70.15,57.26,0.67,MEDIUM
2121-07-18,7.5,4.9,1.7,4,3,90,43,1,91.0,8,57.26,80.38,0.75,LOW
2121-07-19,5.7,6.9,3.1,3,1,60,27,4,104.0,8,80.38,68.12,0.33,MEDIUM
2121-07-20,8.8,5.2,5.0,4,1,60,86,2,0.0,2,68.12,56.16,0.25,HIGH
2121-07-21,8.9,6.4,1.7,2,1,0,94,0,87.0,2,56.16,64.69,0.5,HIGH
2121-07-22,9.5,9.1,9.6,8,4,90,15,2,115.0,5,64.69,62.37,0.5,HIGH
2121-07-23,7.4,6.9,3.0,1,0,0,69,4,106.0,7,62.37,65.78,0.0,LOW
2121-07-24,6.4,5.9,7.0,9,3,30,83,2,123.0,1,65.78,17.46,0.33,HIGH
2121-07-25,6.6,5.6,5.0,7,6,30,99,4,54.0,4,17.46,58.56,0.86,MEDIUM
2121-07-26,6.4,8.6,3.9,3,2,0,69,3,56.0,5,58.56,67.16,0.67,MEDIUM
2121-07-27,7.4,6.8,7.1,5,3,60,104,3,51.0,10,67.16,64.12,0.6,MEDIUM
2121-07-28,7.7,7.5,8.3,1,0,0,62,1,87.0,2,64.12,30.09,0.0,HIGH
2121-07-29,8.8,4.8,8.3,9,4,90,97,3,96.0,7,30.09,66.39,0.44,HIGH
2121-07-30,7.0,3.3,8.8,3,2,0,42,0,105.0,3,66.39,37.08,0.67,HIGH
2121-07-31,4.9,8.6,9.2,2,1,0,86,3,55.0,7,37.08,53.04,0.5,HIGH
2121-08-01,6.4,8.1,1.0,2,0,45,11,4,10.0,10,53.04,79.85,0.0,MEDIUM
2121-08-02,9.3,3.9,8.7,2,0,0,42,3,104.0,8,79.85,45.1,0.0,HIGH
2121-08-03,4.7,7.7,3.5,1,0,15,93,5,72.0,2,45.1,40.91,0.0,HIGH
2121-08-04,8.1,8.7,6.8,6,3,0,94,2,51.0,3,40.91,62.95,0.5,HIGH
2121-08-05,6.4,5.2,4.7,8,7,30,11,3,61.0,6,62.95,69.36,0.88,MEDIUM
2121-08-06,5.7,5.9,4.3,8,5,30,95,0,5.0,7,69.36,62.81,0.62,MEDIUM
2121-08-07,7.6,9.8,6.9,9,8,15,110,0,82.0,7,62.81,70.42,0.89,MEDIUM
2121-08-08,9.3,8.5,5.4,8,5,30,98,1,44.0,8,70.42,86.73,0.62,LOW
2121-08-09,7.5,4.5,3.1,9,4,90,30,1,52.0,1,86.73,52.95,0.44,HIGH
2121-08-10,6.6,4.7,8.3,6,2,45,61,1,53.0,2,52.95,33.7,0.33,HIGH
2121-08-11,5.1,5.5,5.1,9,5,60,32,4,103.0,10,33.7,55.73,0.56,MEDIUM
2121-08-12,6.9,6.5,5.0,9,6,30,28,5,17.0,1,55.73,54.34,0.67,HIGH
2121-08-13,5.0,7.1,7.8,2,1,0,117,0,19.0,4,54.34,40.11,0.5,MEDIUM
2121-08-14,6.5,3.5,4.4,9,5,0,110,1,77.0,3,40.11,46.58,0.56,HIGH
2121-08-15,6.9,4.8,3.0,7,5,30,96,4,12.0,1,46.58,53.03,0.71,HIGH
2121-08-16,4.0,2.3,1.8,1,0,0,26,5,45.0,8,53.03,46.85,0.0,HIGH
2121-08-17,9.1,7.5,7.4,4,1,90,56,3,27.0,4,46.85,57.07,0.25,MEDIUM
2121-08-18,5.1,6.1,2.7,6,5,0,52,0,72.0,10,57.07,82.24,0.83,MEDIUM
2121-08-19,6.7,5.6,10.8,5,1,30,81,1,53.0,2,82.24,25.42,0.2,HIGH
2121-08-20,7.8,5.1,8.5,6,2,30,75,1,18.0,6,25.42,52.15,0.33,HIGH
2121-08-21,9.0,5.7,6.7,4,3,30,94,1,7.0,8,52.15,80.07,0.75,MEDIUM
2121-08-22,5.8,6.8,1.0,9,3,0,54,1,67.0,10,80.07,72.16,0.33,MEDIUM
2121-08-23,4.0,3.6,3.8,2,1,0,108,5,74.0,5,72.16,42.22,0.5,HIGH
2121-08-24,8.6,4.5,4.5,7,5,30,102,3,68.0,1,42.22,46.42,0.71,HIGH
2121-08-25,5.1,4.0,1.8,9,8,0,86,0,55.0,4,46.42,52.47,0.89,MEDIUM
2121-08-26,7.5,0.9,6.2,2,1,30,26,2,77.0,1,52.47,35.24,0.5,HIGH
2121-08-27,7.6,9.6,3.8,3,0,45,78,3,73.0,6,35.24,66.46,0.0,LOW
2121-08-28,4.0,7.4,9.8,9,4,0,41,3,23.0,8,66.46,40.74,0.44,HIGH
2121-08-29,4.6,4.4,2.7,5,1,45,81,2,76.0,5,40.74,51.37,0.2,HIGH
2121-08-30,6.3,6.5,9.9,1,0,0,61,4,65.0,5,51.37,35.75,0.0,HIGH
2121-08-31,4.0,3.7,2.2,8,5,30,22,3,107.0,6,35.75,53.06,0.62,HIGH
2121-09-01,5.0,7.0,2.8,6,3,60,106,5,58.0,2,53.06,55.73,0.5,HIGH
2121-09-02,7.2,10.8,7.7,2,0,0,97,1,93.0,7,55.73,59.24,0.0,MEDIUM
2121-09-03,6.9,7.9,7.5,4,2,15,72,2,63.0,5,59.24,49.63,0.5,MEDIUM
2121-09-04,7.5,2.0,4.3,1,0,30,26,4,53.0,4,49.63,46.04,0.0,MEDIUM
2121-09-05,7.7,2.9,4.4,9,4,0,86,1,34.0,10,46.04,68.4,0.44,LOW
2121-09-06,4.5,3.0,3.4,3,1,0,37,1,33.0,7,68.4,59.12,0.33,HIGH
2121-09-07,5.1,5.2,3.7,8,6,60,60,4,28.0,6,59.12,57.77,0.75,MEDIUM
2121-09-08,8.1,5.9,7.6,4,3,0,67,1,76.0,8,57.77,62.81,0.75,MEDIUM
2121-09-09,9.3,8.8,8.1,6,3,15,32,1,75.0,10,62.81,70.08,0.5,HIGH
2121-09-10,5.5,3.3,8.0,2,1,0,118,1,33.0,3,70.08,28.11,0.5,HIGH
2121-09-11,7.4,6.0,7.3,9,8,0,82,1,60.0,2,28.11,54.3,0.89,HIGH
2121-09-12,8.2,0.7,7.2,2,1,0,48,2,87.0,5,54.3,47.69,0.5,MEDIUM
2121-09-13,7.4,3.9,6.8,2,0,90,49,4,70.0,4,47.69,38.0,0.0,MEDIUM
2121-09-14,6.6,3.3,1.0,1,0,15,78,2,129.0,4,38.0,53.64,0.0,MEDIUM
2121-09-15,6.0,1.7,1.9,5,2,60,74,5,46.0,6,53.64,55.78,0.4,MEDIUM
2121-09-16,10.0,7.5,3.0,6,2,30,27,0,65.0,4,55.78,71.36,0.33,MEDIUM
2121-09-17,7.1,4.7,3.2,4,3,30,81,1,70.0,6,71.36,75.29,0.75,LOW
2121-09-18,7.6,6.4,11.7,8,5,15,104,2,82.0,1,75.29,31.3,0.62,HIGH
2121-09-19,7.5,3.2,11.4,3,2,0,40,3,70.0,6,31.3,39.16,0.67,HIGH
2121-09-20,5.8,8.4,4.7,7,4,0,116,3,84.0,6,39.16,56.87,0.57,MEDIUM
2121-09-21,7.1,4.1,1.2,6,1,0,73,0,60.0,7,56.87,68.67,0.17,LOW
2121-09-22,6.5,8.2,1.0,8,6,0,37,5,21.0,7,68.67,79.94,0.75,LOW
2121-09-23,6.5,8.1,6.6,5,1,0,18,4,81.0,4,79.94,48.58,0.2,MEDIUM
2121-09-24,7.5,6.5,7.0,4,1,45,115,2,138.0,2,48.58,33.32,0.25,HIGH
2121-09-25,5.6,6.7,6.7,2,1,0,16,5,46.0,1,33.32,33.0,0.5,HIGH
2121-09-26,5.2,4.0,6.1,3,1,60,17,0,51.0,1,33.0,30.64,0.33,HIGH
2121-09-27,7.8,2.8,2.3,9,8,0,38,4,102.0,8,30.64,74.37,0.89,LOW
2121-09-28,6.2,6.4,5.6,2,0,45,70,4,90.0,8,74.37,50.06,0.0,MEDIUM
2121-09-29,6.5,6.4,8.9,9,6,60,67,4,72.0,3,50.06,42.5,0.67,HIGH
2121-09-30,4.1,5.2,1.0,3,1,0,35,5,114.0,3,42.5,46.83,0.33,HIGH
2121-10-01,8.4,4.4,1.8,8,2,30,69,3,95.0,6,46.83,77.74,0.25,LOW
2121-10-02,7.8,4.3,3.8,8,4,60,26,4,74.0,7,77.74,68.08,0.5,LOW
2121-10-03,8.1,3.0,7.7,4,3,0,15,3,70.0,10,68.08,65.78,0.75,MEDIUM
2121-10-04,7.6,7.9,2.5,6,3,30,81,4,0.0,4,65.78,70.29,0.5,MEDIUM
2121-10-05,4.7,4.6,9.1,1,0,30,52,0,84.0,1,70.29,15.43,0.0,HIGH
2121-10-06,7.3,4.1,6.0,7,4,45,69,4,34.0,3,15.43,55.48,0.57,HIGH
2121-10-07,6.1,7.3,2.9,4,3,0,14,1,68.0,5,55.48,67.79,0.75,MEDIUM
2121-10-08,5.6,4.9,5.1,4,2,0,39,4,69.0,2,67.79,35.66,0.5,HIGH
2121-10-09,7.8,4.8,6.0,2,1,15,71,0,45.0,3,35.66,49.03,0.5,HIGH
2121-10-10,9.5,8.3,5.2,5,4,30,83,5,18.0,3,49.03,70.06,0.8,HIGH
2121-10-11,9.2,3.7,7.3,5,3,60,91,0,34.0,3,70.06,55.03,0.6,HIGH
2121-10-12,7.9,3.8,6.2,5,3,0,70,5,68.0,2,55.03,42.34,0.6,HIGH
2121-10-13,7.0,2.2,1.0,4,2,0,97,5,3.0,6,42.34,61.79,0.5,LOW
2121-10-14,6.7,5.9,6.3,1,0,45,55,5,49.0,1,61.79,47.58,0.0,HIGH
2121-10-15,5.6,4.8,3.8,1,0,0,44,4,164.0,10,47.58,56.67,0.0,MEDIUM
2121-10-16,6.6,9.7,5.7,2,1,0,78,0,90.0,8,56.67,65.42,0.5,LOW
2121-10-17,8.4,4.8,5.9,6,5,0,33,4,75.0,8,65.42,66.57,0.83,LOW
2121-10-18,9.7,7.3,2.7,9,5,60,51,4,18.0,10,66.57,100.0,0.56,LOW
2121-10-19,5.8,4.3,3.2,2,0,30,12,2,96.0,1,100.0,34.46,0.0,HIGH
2121-10-20,4.0,7.6,5.4,4,2,45,85,5,95.0,2,34.46,38.08,0.5,HIGH
2121-10-21,6.2,8.9,4.2,6,1,0,108,0,57.0,9,38.08,71.94,0.17,MEDIUM
2121-10-22,8.4,5.0,7.1,4,3,60,117,0,22.0,10,71.94,74.94,0.75,MEDIUM
2121-10-23,10.0,5.7,8.9,1,0,0,109,5,22.0,8,74.94,56.37,0.0,HIGH
2121-10-24,9.0,5.6,7.1,8,2,0,103,2,91.0,4,56.37,43.5,0.25,MEDIUM
2121-10-25,8.9,6.5,7.3,6,3,0,111,1,67.0,3,43.5,45.41,0.5,HIGH
2121-10-26,5.7,8.0,3.1,4,3,60,113,4,90.0,9,45.41,78.61,0.75,MEDIUM
2121-10-27,5.8,4.8,6.5,3,2,0,83,2,56.0,10,78.61,52.19,0.67,MEDIUM
2121-10-28,5.0,8.1,9.9,7,3,15,110,5,15.0,4,52.19,47.35,0.43,HIGH
2121-10-29,6.0,6.4,2.5,8,3,0,27,1,46.0,5,47.35,56.05,0.38,MEDIUM
2121-10-30,8.4,9.2,1.7,3,2,0,17,4,48.0,9,56.05,88.91,0.67,LOW
2121-10-31,9.4,6.7,6.2,5,4,15,18,0,72.0,4,88.91,60.94,0.8,MEDIUM
2121-11-01,7.5,3.2,11.7,9,5,45,58,0,117.0,5,60.94,28.96,0.56,HIGH
