sleep_hours,work_hours,screen_time,exercise_minutes,mood_score,productivity_score,burnout_risk
7.7,9.0,6.5,15,5,73.5,Medium
4.8,6.7,8.7,30,9,71.3,Medium
8.3,4.6,8.2,30,1,49.8,Medium
6.3,8.5,4.0,30,4,69.8,Medium
7.2,4.3,2.9,60,10,90.0,Low
9.3,5.7,5.3,0,10,95.9,Low
8.3,2.9,9.9,0,3,56.4,Medium
6.6,4.4,7.6,30,1,48.4,High
5.8,7.9,7.8,0,1,48.8,High
4.0,3.2,8.2,60,1,29.9,Medium
6.0,4.2,7.1,30,1,39.9,High
6.7,7.5,6.3,30,2,63.7,High
5.6,6.3,7.7,45,5,58.7,Medium
6.8,11.9,4.6,30,2,64.4,High
7.1,11.5,2.5,30,4,71.5,High
6.7,5.6,7.8,0,9,77.1,Medium
6.1,8.7,9.1,15,3,52.5,High
7.2,9.1,3.2,0,2,72.0,High
7.6,6.2,8.1,30,4,66.2,Medium
5.5,4.2,10.2,30,9,63.3,Medium
9.0,7.5,6.0,15,4,76.3,Low
6.9,7.1,4.0,30,5,74.2,Medium
7.0,6.5,6.3,0,4,67.1,High
8.0,8.5,4.6,60,8,100.0,Low
7.3,5.8,4.5,0,4,62.6,Medium
8.3,5.0,7.1,60,2,64.3,Medium
7.4,7.7,2.0,30,4,84.4,Low
6.1,8.3,2.4,30,2,70.9,High
7.5,4.9,6.0,15,9,84.5,Low
5.4,9.5,5.9,90,8,79.3,Medium
7.2,3.6,6.9,0,9,74.0,Low
7.0,6.2,10.7,30,4,53.5,Medium
6.7,6.9,6.3,90,1,54.6,Medium
6.8,6.1,7.5,60,3,56.0,Medium
4.4,6.3,3.6,30,7,72.0,Low
6.2,11.6,7.9,90,1,58.9,High
7.1,5.6,4.7,45,8,87.1,Low
7.2,12.9,6.2,0,9,75.2,High
5.6,8.5,5.7,15,8,72.4,Medium
8.8,7.7,8.6,15,5,68.2,Medium
5.8,8.5,2.7,15,9,90.2,Low
8.4,13.1,1.0,45,4,81.3,Medium
7.6,5.3,5.5,30,9,87.2,Low
6.1,5.0,7.2,0,1,41.8,High
9.5,5.8,6.4,60,3,71.4,Low
5.3,7.6,9.1,0,4,51.4,High
8.3,3.7,7.1,90,10,87.5,Low
8.4,7.5,4.6,90,1,68.7,Low
6.1,11.2,1.0,60,6,86.1,Medium
8.9,7.8,5.4,45,4,82.6,Medium
6.6,6.9,8.6,0,4,60.7,High
7.4,6.1,5.0,30,1,63.7,Medium
7.4,9.5,6.1,0,5,74.2,High
6.8,5.7,7.1,0,9,80.6,Low
8.1,11.6,3.5,30,6,82.2,Medium
8.1,11.8,7.6,0,8,65.1,High
4.6,8.1,10.1,90,4,62.2,High
8.8,7.5,5.6,60,9,100.0,Low
4.7,9.8,3.2,15,7,72.9,Medium
8.4,9.9,5.8,30,7,75.6,Low
8.6,5.7,1.0,30,8,100.0,Low
5.5,6.3,6.8,60,2,55.7,Medium
6.4,4.6,7.1,30,6,57.5,Low
5.5,8.4,10.2,0,7,59.5,High
6.7,9.0,5.5,15,3,64.9,High
6.6,4.5,7.0,15,8,67.2,Low
8.1,6.5,3.8,90,1,72.6,Low
8.8,4.5,5.1,0,1,61.5,Low
9.0,5.5,2.2,0,10,100.0,Low
6.2,8.7,5.5,60,3,76.5,Medium
6.7,5.9,5.2,60,6,72.2,Low
4.6,6.8,6.7,60,7,75.2,Low
5.9,3.9,4.4,30,2,53.5,Low
8.4,7.9,6.2,30,6,84.5,Low
9.3,7.4,5.2,30,5,89.3,Low
5.3,5.9,5.2,0,6,63.4,Medium
6.2,7.1,6.2,30,1,55.1,High
7.0,7.9,6.1,0,10,84.2,Low
7.4,5.7,7.9,15,7,64.9,Low
5.9,4.3,5.7,60,8,70.8,Low
7.6,11.5,5.1,15,7,78.0,Medium
6.3,6.1,5.5,60,9,83.8,Low
7.0,7.3,4.2,0,1,59.6,Medium
7.8,9.7,5.1,15,10,89.9,Low
7.0,14.0,11.1,30,9,67.3,High
6.4,4.8,3.7,45,3,64.8,Low
6.8,8.5,5.3,30,2,61.4,High
6.9,5.9,5.0,60,6,77.7,Low
6.5,6.3,5.4,0,5,68.4,Medium
6.6,5.9,5.2,60,4,73.2,Low
9.2,5.0,6.7,0,4,68.6,Low
7.8,7.4,1.7,60,8,100.0,Low
6.6,4.3,8.6,15,10,72.1,Low
8.0,9.6,7.6,45,3,59.1,High
6.5,7.6,2.9,30,1,66.1,Medium
8.6,8.4,1.0,0,5,89.2,Low
7.5,6.5,3.6,60,8,99.8,Low
6.8,6.7,5.4,0,3,64.9,Medium
7.6,8.1,12.5,0,2,46.7,High
4.8,4.9,7.4,45,1,39.3,High
5.4,6.7,1.5,0,4,67.9,Medium
5.3,5.6,4.3,0,2,48.9,Medium
7.2,5.5,5.9,30,8,86.9,Low
9.4,2.9,6.6,45,10,85.5,Low
10.1,10.4,2.7,0,9,100.0,Low
7.9,6.0,5.7,30,10,91.4,Low
7.7,10.1,4.2,45,1,69.7,High
4.5,9.9,3.2,60,2,58.6,High
6.2,4.7,6.6,60,6,72.4,Low
5.9,5.1,7.9,45,10,74.5,Low
6.1,13.1,8.1,30,7,68.4,High
6.8,11.4,7.4,15,2,54.3,High
6.3,7.4,4.8,0,8,86.5,Medium
4.2,8.1,7.8,45,10,79.3,Low
8.0,6.1,6.8,90,9,90.4,Low
5.5,8.5,6.3,45,8,84.2,Medium
7.3,5.9,4.5,0,9,83.5,Low
9.9,3.0,4.8,30,6,80.0,Low
5.7,4.6,6.2,30,7,65.9,Low
3.5,7.5,12.1,30,6,45.3,High
6.6,5.0,6.8,45,7,69.9,Low
8.5,7.4,4.5,30,3,79.4,Low
9.7,5.1,3.9,0,4,79.5,Low
5.3,5.8,4.8,60,9,72.8,Low
7.7,9.4,11.4,30,3,56.4,High
6.3,8.0,5.0,0,2,61.3,High
6.9,7.5,8.3,15,7,66.5,Medium
10.7,9.4,5.1,60,6,99.4,Low
4.9,8.6,6.7,60,3,68.0,High
7.4,10.7,8.0,15,6,73.6,High
7.7,6.5,4.6,0,7,70.4,Low
8.5,6.6,4.4,0,6,81.8,Low
7.1,4.6,10.1,0,1,36.1,High
7.4,6.6,8.5,30,1,51.6,High
6.5,9.6,8.0,30,9,76.6,Medium
7.4,10.4,8.0,30,6,61.1,High
6.5,9.6,7.1,45,2,51.0,High
7.9,3.6,11.0,0,1,36.9,High
6.5,9.9,6.1,0,2,56.8,High
7.5,3.5,7.4,15,8,67.1,Low
7.0,9.5,2.4,0,5,72.5,Medium
8.6,6.7,3.9,0,7,84.0,Low
6.9,9.0,3.0,30,7,92.3,Low
4.5,4.6,9.2,45,2,37.5,High
8.8,10.1,1.0,45,4,87.0,Low
5.7,4.3,5.0,45,2,58.3,Medium
6.1,6.0,1.0,30,7,83.4,Low
6.2,5.3,3.9,45,5,73.4,Low
8.9,3.6,4.8,0,1,57.9,Low
4.0,7.7,9.5,90,2,47.2,High
11.0,11.5,7.0,0,6,77.2,Medium
8.5,13.4,3.9,0,4,63.4,High
7.3,7.7,8.7,0,7,67.4,Medium
6.9,10.0,6.0,90,2,71.3,Medium
7.4,8.0,6.1,90,2,70.5,Medium
7.7,8.6,3.0,45,6,88.5,Low
7.9,6.7,3.5,30,8,89.4,Low
7.8,7.9,3.9,30,1,71.9,Medium
7.1,8.7,6.1,90,5,75.3,Low
6.7,6.2,6.2,30,1,59.5,Medium
6.8,7.3,9.9,60,6,74.8,Medium
6.7,7.4,7.0,15,7,74.0,Medium
8.6,9.3,1.0,15,6,83.8,Low
7.8,5.2,6.7,60,9,80.9,Low
3.5,7.4,2.4,0,3,59.6,High
7.9,11.7,3.6,60,8,91.8,Low
7.3,10.1,4.0,30,3,69.6,High
7.0,10.5,4.3,60,7,88.6,Low
6.5,7.6,2.6,15,5,76.2,Medium
8.6,8.2,6.5,45,1,72.6,High
8.3,9.7,2.5,30,4,82.4,Low
5.9,10.9,6.9,30,9,73.1,Medium
7.6,3.2,11.6,30,8,61.5,Low
5.6,4.6,2.7,90,3,67.9,Low
5.1,10.4,5.3,30,2,58.3,High
6.1,6.9,1.0,0,9,100.0,Low
8.2,6.0,5.2,60,1,62.8,Medium
8.3,4.7,7.6,0,9,79.1,Low
7.7,6.3,7.8,15,7,75.4,Low
8.0,4.4,6.2,0,2,61.7,Medium
7.7,12.1,8.2,60,5,71.3,High
6.1,7.5,12.4,0,2,47.1,High
7.6,7.4,10.3,0,5,57.4,High
8.1,8.8,4.7,60,7,85.8,Low
8.1,9.6,2.4,45,5,83.2,Low
8.7,9.6,5.0,0,2,67.4,High
8.0,9.9,3.6,45,5,88.5,Low
7.5,6.1,7.1,60,10,94.5,Low
8.5,6.8,3.0,0,6,83.1,Low
7.0,9.2,5.8,45,5,74.4,Medium
5.8,6.3,8.1,30,2,45.6,Medium
6.8,7.5,5.7,30,6,76.9,Medium
6.0,8.4,3.6,30,6,78.6,Medium
6.1,9.2,8.9,30,2,51.4,High
6.8,3.6,1.3,0,4,70.8,Low
5.9,9.1,5.2,45,7,80.2,Medium
6.6,7.0,5.9,0,1,49.1,High
4.3,9.1,6.0,30,1,39.0,High
7.3,9.2,6.5,0,6,74.5,Medium
7.0,11.0,7.5,45,7,74.3,High
5.9,10.5,5.9,15,5,65.6,High
7.9,10.5,5.1,30,10,92.8,Medium
8.3,10.7,5.0,15,8,80.6,Medium
4.7,8.1,4.5,45,4,67.1,High
5.9,7.6,8.0,30,3,56.8,High
5.9,9.4,4.4,45,7,79.6,Medium
5.7,9.1,8.1,0,4,59.2,High
8.2,6.8,6.0,0,1,57.6,Medium
6.7,8.4,4.7,30,8,81.2,Low
6.6,7.4,7.5,60,5,76.7,Medium
4.2,5.6,4.2,0,8,64.3,Medium
7.9,10.3,7.6,0,8,80.7,Medium
5.3,7.6,6.5,0,5,70.9,High
7.1,12.0,4.5,30,8,86.8,Medium
7.4,3.9,7.3,15,7,68.4,Low
8.9,6.3,7.4,45,3,68.6,Low
5.2,7.6,8.9,0,4,56.3,High
3.5,10.0,8.4,0,7,53.8,High
7.3,8.4,7.2,15,4,73.1,High
9.5,8.2,3.2,30,6,97.4,Low
8.7,5.0,12.1,30,2,49.5,High
7.3,5.0,2.5,0,2,63.0,Low
6.3,8.2,8.4,60,3,60.9,High
8.1,4.5,7.1,15,10,80.4,Low
5.6,6.3,3.1,45,7,80.9,Low
7.7,8.6,5.7,30,3,69.9,Medium
7.7,5.3,5.8,0,3,61.5,Medium
8.5,11.0,9.3,45,4,69.2,Medium
10.9,10.2,4.2,45,10,100.0,Low
7.5,4.0,5.3,15,6,66.1,Low
6.3,5.4,1.0,30,1,53.1,Low
7.0,2.5,10.3,0,6,52.3,Medium
4.5,5.8,3.3,30,8,74.3,Low
6.0,9.2,6.8,15,8,75.3,Medium
6.4,6.6,5.7,45,6,76.3,Low
6.3,8.5,5.8,0,6,73.6,Medium
7.2,4.2,8.0,0,3,52.5,Medium
5.8,9.3,10.2,0,2,48.0,High
8.6,6.3,6.6,0,7,80.7,Low
7.0,7.5,7.6,30,8,66.6,Medium
7.0,7.3,6.8,0,10,85.0,Low
6.5,4.7,8.5,45,6,62.8,Low
7.2,5.0,4.8,0,5,65.3,Low
8.2,9.6,8.7,45,4,70.3,High
5.8,8.4,8.8,30,1,49.7,High
6.1,9.8,8.7,90,9,78.6,Medium
6.6,8.2,4.3,90,10,100.0,Low
5.1,7.8,5.6,60,4,69.5,Medium
5.9,3.7,6.6,45,2,49.0,Low
6.3,6.9,2.6,15,4,64.1,Medium
8.2,7.4,10.0,45,5,78.3,Medium
7.4,11.8,6.0,90,2,58.9,High
7.3,9.0,6.7,0,7,77.4,Medium
8.2,10.9,4.6,30,3,74.0,Medium
6.8,8.8,2.7,0,8,93.5,Low
7.5,5.9,4.5,30,4,67.4,Low
6.9,7.8,6.5,30,5,69.5,Medium
7.4,8.0,7.7,30,3,69.2,High
6.2,5.4,6.4,30,5,65.6,Medium
3.6,6.7,6.9,90,9,81.9,Medium
6.8,7.0,5.2,30,2,67.9,Medium
9.0,11.0,7.2,45,7,80.8,Medium
8.3,2.9,9.7,15,10,69.5,Low
8.4,10.2,7.8,15,8,81.6,Medium
8.7,5.4,8.0,30,3,56.5,Medium
7.1,4.5,6.7,0,4,58.7,Medium
7.3,10.1,2.2,15,10,98.3,Low
6.1,9.1,3.4,30,2,62.9,High
6.6,10.3,7.1,30,10,81.2,Medium
7.9,9.3,6.0,30,9,80.9,Low
8.7,12.0,7.1,15,3,66.6,High
6.8,8.7,10.2,15,9,75.0,Medium
6.4,7.2,7.8,30,7,66.9,Medium
7.0,8.3,9.1,0,6,62.1,High
7.8,10.2,6.2,0,3,61.7,High
5.0,5.8,4.0,0,7,71.7,Medium
3.8,6.1,5.9,0,3,48.9,High
6.2,6.8,4.0,0,6,69.6,Medium
5.3,2.9,9.9,0,8,46.9,Low
6.3,7.8,8.0,0,5,63.3,High
6.8,3.4,7.3,30,3,47.5,Medium
6.4,7.6,9.1,0,6,61.3,High
9.0,9.4,1.0,15,8,100.0,Low
7.5,6.5,7.5,60,10,83.3,Low
7.4,11.2,2.7,45,3,73.2,Medium
7.9,4.3,6.0,15,5,64.9,Low
5.4,10.1,5.2,60,9,82.5,Low
8.5,9.0,7.7,15,10,90.1,Low
6.9,3.7,6.6,0,10,75.2,Low
7.9,13.5,9.4,90,3,62.8,High
5.5,7.4,4.5,60,2,63.5,Medium
4.8,5.6,7.8,30,8,63.5,Low
8.1,4.4,6.4,30,7,75.4,Low
7.5,7.0,1.9,30,9,97.8,Low
5.7,7.2,3.7,0,4,68.7,Medium
5.8,7.7,5.6,0,3,62.2,High
8.6,6.8,8.8,30,10,83.5,Low
5.3,8.9,7.2,60,5,74.4,Medium
9.3,6.6,3.1,0,1,71.0,Medium
5.7,3.2,5.6,45,5,60.9,Medium
7.9,7.2,11.0,0,3,56.2,High
6.5,2.3,6.3,30,1,43.4,Medium
7.8,8.3,5.2,30,3,74.2,Medium
6.2,5.3,7.2,30,5,64.4,Medium
6.8,7.9,7.9,0,5,64.8,Medium
7.1,10.4,4.9,15,10,90.7,Low
5.6,5.4,7.3,30,8,70.0,Low
8.0,9.8,5.2,0,1,65.8,High
6.3,6.5,7.8,0,7,64.1,High
6.7,11.4,6.4,30,5,66.3,High
5.6,6.7,7.2,30,3,52.7,High
3.5,5.7,4.1,0,4,56.6,Medium
6.7,9.0,3.9,30,3,67.7,Medium
10.4,6.5,8.4,60,8,92.5,Low
8.1,5.6,5.8,0,4,64.2,Low
7.0,6.4,6.7,30,3,66.6,Medium
6.6,7.4,5.2,0,2,60.3,High
7.0,10.5,8.2,0,3,57.2,High
7.8,3.2,4.5,0,7,66.1,Low
5.3,7.6,5.7,15,6,66.7,Medium
8.6,8.9,8.0,45,10,94.8,Low
8.0,7.9,8.9,0,5,73.1,High
8.0,10.4,4.7,30,8,89.2,Low
7.6,7.3,10.9,15,1,58.0,High
7.0,7.1,6.8,0,3,63.6,High
7.9,8.8,3.4,30,2,74.0,Medium
7.8,7.7,6.9,45,2,65.9,High
6.5,6.6,5.0,45,1,67.5,Medium
6.2,8.6,7.1,45,5,72.8,High
7.1,6.1,5.9,15,5,66.1,Medium
9.2,6.2,6.2,45,3,70.6,Low
5.3,6.3,3.7,0,9,75.5,Low
4.9,10.5,8.5,45,6,62.3,High
7.2,1.0,3.1,60,10,75.5,Low
7.1,8.4,3.2,0,6,79.3,Medium
7.2,7.6,6.9,15,10,87.8,Low
7.3,3.8,10.0,30,6,56.9,Low
6.7,8.2,5.1,45,2,66.0,Medium
9.1,8.5,7.8,0,10,93.2,Low
4.8,8.8,8.7,90,10,83.6,Low
5.8,1.7,8.0,30,8,55.0,Low
6.9,10.5,5.2,0,6,69.2,High
4.7,5.9,3.3,0,3,59.8,High
6.8,9.0,1.0,45,10,100.0,Low
9.3,9.1,5.3,0,9,93.1,Low
7.0,5.6,8.9,0,2,50.6,High
7.3,9.0,3.2,30,7,83.2,Medium
5.2,6.7,7.8,30,3,50.9,High
6.1,2.9,3.6,30,6,64.3,Low
6.5,10.1,6.3,15,5,73.9,High
6.6,5.8,7.8,45,6,62.2,Low
8.8,5.6,4.4,90,8,95.8,Low
7.8,6.6,6.4,0,3,59.6,Medium
5.4,8.1,5.0,45,2,72.3,High
7.3,7.4,7.8,60,8,84.1,Low
7.7,8.7,6.6,30,1,58.3,High
8.6,4.6,6.1,30,2,54.8,Low
9.2,5.9,9.9,0,10,82.7,Low
5.6,7.2,7.7,30,1,50.7,High
5.9,11.7,4.3,30,5,70.0,Medium
5.2,7.2,5.8,45,8,73.2,Low
6.7,9.9,5.8,90,2,75.4,Medium
7.7,7.6,6.2,0,4,69.7,Medium
8.4,6.4,12.3,0,4,55.0,High
6.9,7.0,6.9,0,7,74.7,Medium
6.6,7.1,1.0,45,1,72.6,Medium
7.2,8.8,4.6,0,9,92.2,Low
5.8,10.5,1.2,30,3,68.7,High
9.9,8.3,5.2,15,6,93.5,Low
4.7,10.1,1.0,30,10,95.4,Low
7.3,5.4,3.8,0,5,74.5,Low
9.8,6.6,2.2,60,4,97.5,Low
7.0,5.9,7.0,30,9,76.1,Low
6.7,8.2,6.0,60,9,91.7,Low
6.5,6.7,6.8,30,1,56.0,High
6.7,9.1,5.7,0,7,75.5,Medium
8.9,5.5,2.5,0,10,98.9,Low
3.9,7.6,7.3,90,9,82.8,Medium
9.1,9.0,10.8,45,5,68.3,Medium
5.0,3.0,7.0,0,1,28.4,High
6.6,12.2,4.9,45,8,78.3,Medium
6.4,6.9,2.4,15,5,66.6,Low
7.8,3.0,3.7,15,6,70.1,Low
4.8,7.8,7.1,0,7,71.5,High
7.6,7.6,8.7,45,10,81.5,Low
9.8,7.3,6.7,0,7,83.6,Low
5.1,9.7,8.0,0,7,57.4,High
7.3,9.1,7.8,15,1,56.5,High
6.1,8.2,7.3,0,7,73.2,High
7.6,8.5,4.4,30,3,74.1,Medium
7.0,7.3,6.4,0,5,65.7,Medium
6.1,11.4,3.9,15,10,84.9,Medium
7.7,4.2,6.0,60,5,74.8,Low
9.5,7.8,6.8,15,8,93.8,Low
6.7,7.6,10.2,15,7,65.1,High
8.0,9.3,2.7,30,7,89.8,Low
5.2,5.6,7.2,30,6,59.4,Medium
5.7,3.7,9.7,45,7,57.8,Low
7.7,7.8,7.9,0,7,69.8,Medium
9.1,8.1,8.1,60,5,83.6,Low
7.5,10.8,7.5,45,5,67.2,High
6.6,4.7,9.2,45,4,53.0,Medium
7.0,10.0,3.3,0,4,68.1,High
5.2,12.7,2.5,0,5,66.6,High
7.8,6.7,6.0,30,10,87.9,Low
8.2,4.7,1.0,60,9,94.9,Low
6.4,6.6,9.1,30,6,61.5,Medium
6.3,7.5,9.1,0,8,64.7,Medium
7.4,8.7,4.9,0,9,90.7,Low
6.4,6.2,5.1,30,4,61.8,Medium
6.9,10.9,5.8,45,7,77.3,Medium
9.9,5.0,6.1,0,5,71.2,Low
6.7,3.7,6.3,0,4,59.7,Medium
6.5,9.9,7.4,15,7,72.0,High
6.1,2.5,5.6,30,3,47.0,Medium
8.0,7.1,8.4,45,1,59.9,High
6.7,14.0,7.1,45,7,63.6,High
6.1,7.5,4.5,30,9,89.1,Low
8.8,5.0,9.3,0,2,52.5,Medium
9.0,7.4,2.6,30,7,97.8,Low
6.2,7.4,5.8,90,10,89.7,Low
4.4,7.9,8.4,60,2,46.7,High
8.4,9.0,4.2,60,3,73.5,Low
6.0,5.2,6.8,15,10,68.5,Low
8.1,11.2,7.4,45,10,87.3,Low
4.2,8.0,3.8,60,3,74.1,Medium
8.2,9.1,5.8,30,4,73.3,Medium
5.3,6.1,5.6,0,6,60.9,Medium
8.0,10.3,4.6,90,3,78.3,Medium
7.0,6.9,11.8,30,9,66.9,Medium
5.7,8.1,4.1,0,2,56.1,High
6.4,5.4,8.5,0,7,58.8,Medium
8.0,5.3,5.0,30,6,75.7,Low
7.1,9.0,3.3,15,2,76.2,High
7.8,6.5,6.3,0,3,61.1,Medium
9.8,5.6,7.6,45,6,80.7,Low
4.8,6.1,8.3,45,10,67.0,Low
9.3,9.0,9.9,45,4,73.8,Medium
7.1,6.1,13.4,0,1,31.9,High
5.7,7.2,6.6,30,1,48.6,High
5.1,7.5,4.3,0,3,56.1,High
6.7,3.3,7.1,15,8,62.2,Low
8.3,4.3,5.3,15,4,61.3,Low
6.8,8.2,8.3,45,1,58.2,High
9.1,5.9,2.8,15,8,88.6,Low
5.0,9.8,11.9,0,10,63.7,High
7.0,9.6,8.1,15,6,66.0,High
5.2,9.1,1.8,30,1,59.6,High
7.5,11.5,4.2,60,10,91.3,Low
8.2,7.3,8.0,60,10,88.1,Low
6.4,8.9,8.9,0,6,63.3,High
3.5,6.2,2.8,0,1,45.1,High
7.3,12.9,7.8,0,10,78.8,High
7.6,11.9,1.1,45,10,90.4,Low
7.6,7.5,5.8,0,3,71.2,Medium
8.7,8.4,8.8,0,2,58.2,High
5.5,10.5,4.6,30,4,70.7,High
8.0,7.2,2.2,0,2,73.5,Low
8.7,6.1,6.4,0,5,76.4,Medium
4.5,9.4,4.5,15,4,60.7,High
7.4,7.7,7.6,0,6,70.8,Medium
6.3,7.9,3.8,30,7,80.0,Low
6.9,5.7,4.1,90,2,69.5,Low
7.5,3.7,1.0,0,2,59.5,Low
6.3,8.0,6.4,15,8,79.8,Medium
6.1,9.5,5.6,60,9,86.3,Low
7.0,7.0,3.0,60,5,82.5,Low
5.5,10.7,6.5,15,7,71.9,High
5.5,6.0,8.6,30,9,71.3,Medium
8.0,5.2,5.5,0,1,51.9,Medium
5.4,7.4,6.7,45,8,78.7,Medium
7.9,7.3,6.7,90,10,100.0,Low
7.6,9.2,3.0,30,10,88.9,Low
4.6,5.8,11.1,30,9,54.5,Medium
6.1,10.5,4.8,0,9,76.8,Medium
8.7,11.8,7.6,30,10,82.9,Medium
5.6,7.4,7.9,30,7,71.8,Medium
6.3,10.2,5.7,30,10,81.0,Medium
7.6,5.2,7.5,0,3,51.4,Medium
8.1,9.9,6.6,30,5,75.1,Medium
6.6,9.8,2.5,30,2,68.0,High
6.2,9.4,5.2,0,10,88.0,Medium
9.0,7.5,4.5,0,3,76.8,Medium
9.4,1.0,4.8,0,10,92.7,Low
8.4,6.1,2.7,45,7,86.9,Low
7.1,6.1,8.8,30,1,43.8,High
5.9,5.3,10.0,45,3,53.4,Medium
5.8,7.8,8.4,0,5,72.4,High
7.7,6.6,9.2,60,4,65.0,Medium
7.6,5.7,5.1,45,3,66.8,Low
9.0,5.2,4.4,15,6,80.6,Low
7.9,5.9,4.1,0,6,73.3,Low
4.9,10.0,7.6,0,4,44.1,High
8.5,6.0,6.6,90,9,94.3,Low
5.6,6.4,5.8,15,6,66.6,Medium
6.5,6.5,9.2,15,9,66.0,Low
7.4,8.2,7.0,0,10,83.7,Medium
9.8,8.5,3.9,45,10,100.0,Low
11.0,1.0,4.3,0,2,62.6,Low
7.8,9.7,7.7,15,6,71.9,Medium
6.7,10.7,8.6,15,4,57.6,High
7.7,5.2,7.4,15,2,56.6,Medium
8.2,5.4,10.7,15,5,62.9,Medium
6.6,6.5,10.1,30,3,53.0,High
9.5,5.8,7.1,45,6,83.1,Low
7.3,8.0,3.9,45,8,100.0,Low
7.7,3.2,2.7,45,4,74.1,Low
7.9,5.0,5.0,0,4,66.3,Low
7.6,10.9,7.9,45,5,69.2,High
8.2,5.5,10.6,0,6,57.2,Low
6.1,10.2,7.0,0,7,64.8,High
6.2,8.3,8.9,60,6,70.3,Medium
5.5,3.5,5.4,45,7,63.7,Low
7.6,8.9,7.6,30,9,91.9,Low
8.1,7.2,8.1,60,4,73.5,Low
7.6,6.5,1.1,90,10,100.0,Low
9.3,8.0,5.0,30,1,78.6,Medium
7.0,8.5,8.4,30,9,81.5,Low
7.9,9.1,6.7,45,7,81.7,Medium
5.5,10.1,3.0,0,4,66.6,High
6.5,8.4,1.0,0,10,98.8,Low
8.0,4.5,5.1,45,8,87.7,Low
8.2,6.5,5.8,15,7,75.0,Low
6.6,14.0,3.8,0,2,50.8,High
6.9,9.1,6.4,15,1,56.6,High
4.9,12.7,7.3,15,9,68.7,High
6.5,10.6,7.7,90,7,80.1,Medium
8.2,8.0,1.0,30,10,100.0,Low
7.8,8.2,2.7,30,1,77.3,Medium
7.7,7.4,5.2,90,4,79.1,Low
7.1,3.7,7.4,60,5,70.0,Low
7.0,7.5,7.2,30,5,67.2,Medium
6.1,10.2,7.2,60,5,60.6,High
8.0,6.2,5.0,15,3,70.4,Medium
7.6,8.4,5.2,0,5,69.4,Medium
7.7,9.4,4.2,0,4,70.8,Medium
6.3,5.5,7.9,30,5,59.4,Medium
4.0,6.5,3.7,30,7,72.3,Medium
8.5,5.3,8.1,30,5,71.7,Low
6.3,5.7,6.5,30,8,68.3,Low
5.8,4.7,5.9,0,8,62.1,Low
8.0,5.5,4.4,0,3,79.3,Low
6.5,10.6,2.6,30,5,75.5,Medium
8.5,5.5,4.4,0,4,64.2,Low
7.9,7.8,5.2,30,5,76.0,Low
8.0,6.4,1.0,30,8,94.2,Low
5.1,10.1,5.5,30,4,61.3,High
8.7,10.4,8.3,15,5,74.3,High
7.4,9.4,7.4,30,7,83.2,Medium
6.5,8.2,4.8,45,3,67.7,Medium
7.2,7.0,6.1,90,6,80.5,Low
4.5,4.9,4.6,45,9,74.3,Low
7.6,11.8,6.4,30,4,62.7,High
5.6,5.8,9.9,0,4,51.1,High
5.1,9.0,8.4,30,6,72.5,High
4.9,9.8,7.3,60,6,66.5,High
8.6,6.3,4.8,0,3,70.7,Medium
6.1,9.8,7.9,0,1,44.4,High
9.1,9.2,1.8,0,3,82.9,Medium
6.2,11.3,5.4,45,8,73.8,Medium
4.6,6.5,7.5,15,8,61.2,Medium
5.4,4.7,7.9,0,6,46.4,Medium
8.7,6.4,7.7,60,7,85.9,Low
6.8,8.0,6.7,30,2,68.4,High
6.2,7.6,5.5,15,9,87.0,Medium
7.2,6.6,7.3,15,3,60.6,Medium
7.7,3.3,3.6,0,2,55.3,Low
8.6,8.5,3.9,30,5,85.3,Medium
9.0,11.8,6.2,15,1,56.3,High
6.5,8.5,6.4,30,5,74.8,High
5.1,8.8,1.4,45,10,99.2,Low
6.4,8.8,7.1,30,4,60.8,High
7.4,8.4,7.9,0,6,67.0,High
5.7,9.5,5.8,30,5,62.0,Medium
5.7,8.4,11.9,45,9,67.8,High
7.5,6.8,4.3,0,5,74.1,Medium
6.9,5.7,5.1,0,8,76.3,Low
7.0,7.0,5.0,30,2,59.6,Medium
5.9,8.2,5.8,30,3,61.4,High
6.7,6.8,5.2,0,3,59.4,Medium
5.7,8.2,2.5,45,3,76.4,Medium
8.2,8.5,4.6,30,6,81.5,Low
8.4,9.3,5.8,60,7,88.6,Low
4.4,10.3,9.1,0,7,52.3,High
5.7,7.7,11.5,45,7,62.5,High
4.9,4.6,9.3,0,3,42.0,High
6.1,6.7,4.1,30,1,54.5,Medium
6.9,7.6,4.3,30,6,70.4,Low
5.0,3.5,5.6,15,3,41.0,Medium
5.7,10.6,10.5,45,3,50.4,High
5.6,7.8,5.6,0,3,55.1,High
7.3,8.3,2.7,30,9,93.8,Low
7.1,10.5,4.7,0,4,68.8,High
6.0,6.1,7.9,45,5,65.5,Medium
7.2,8.8,7.7,0,3,64.2,High
6.2,7.3,5.5,45,10,90.9,Low
6.6,7.1,7.7,45,1,50.9,High
9.3,5.8,1.0,45,4,95.1,Low
8.9,11.2,6.3,0,1,55.4,High
5.2,6.7,8.2,30,7,62.3,Medium
8.2,9.0,3.9,0,7,85.9,Medium
8.1,3.4,3.9,45,4,70.5,Low
5.4,10.1,1.3,45,5,83.7,Medium
8.1,9.8,10.0,30,10,79.3,Medium
9.2,7.7,4.2,45,7,97.1,Low
